serial,gross,genre,dir_rep,actor_rep,actress_rep,villain_rep,movie_likes,trailer_likes,poster_likes,budget,language,country,year
93822,2.96,11261868,8,1,7,7,7073,4956,7790,764094,31,190,1809
93823,3.85,17659499,9,2,9,1,3610,7841,6687,7502164,243,51,1848
93824,2.49,18337720,9,6,1,5,1802,6806,2684,98190,76,176,1891
93825,3.98,21083719,3,5,6,5,8094,4016,5511,9489082,231,6,1856
93826,1.99,1768399,5,2,6,8,5746,5215,6537,2369935,83,128,1891
93827,2,18984445,5,6,7,8,3367,6071,5538,357851,222,228,1806
93828,1.73,21476406,12,6,8,3,7908,5853,8835,4575323,16,160,1864
93829,2.7,29032624,12,2,7,7,3109,5966,1681,8392036,205,122,1943
93830,3.82,16574005,1,8,1,2,9394,1653,1276,1987303,126,203,1806
93831,3.27,9701004,10,4,1,2,6644,6179,645,2465485,129,73,1959
93832,2.87,14793649,13,2,8,3,1873,4233,9803,4694956,102,238,1882
93833,2.75,27188014,2,3,3,5,855,1487,9364,6175360,254,94,1803
93834,3.11,3420608,11,4,1,9,7616,9752,7808,958265,12,257,1881
93835,3.49,15155025,9,1,8,5,4338,4627,7806,7043311,168,250,1997
93836,1.66,21061305,11,2,1,8,2209,3745,3297,2112251,224,219,1826
93837,3,8315019,8,5,8,5,7674,2520,546,2436088,219,209,1944
93838,2.27,25682641,12,3,2,5,7660,9791,1513,6627966,218,237,1883
93839,3.59,30662,4,4,2,9,6720,8274,6515,9599371,67,174,1842
93840,1.88,12099099,2,1,6,8,7972,3918,3919,8114363,205,129,1969
93841,1.87,16906669,12,4,7,2,6496,8192,6679,7705097,147,132,1961
93842,2.64,15970193,13,1,1,8,2954,9814,5822,6750874,135,72,2010
93843,1.61,4362112,11,8,9,6,9579,3617,8301,4071245,90,220,1802
93844,2.33,24423044,13,2,2,2,3099,4510,991,3418554,179,59,1805
93845,1.87,10272412,3,6,9,3,3585,6658,4110,9421724,175,1,1972
93846,3.17,7762174,13,3,1,7,7697,8061,5155,9548613,281,167,1841
93847,2.27,29466620,13,6,8,4,8735,6771,9349,7568652,289,192,1911
93848,2.63,16922853,12,6,6,9,6206,5560,123,7804446,275,259,1973
93849,1.56,14987668,12,3,5,4,7751,1803,5948,5170185,222,260,1927
93850,2.18,23124271,4,6,4,4,4415,8512,8279,7768838,128,91,1892
93851,3.82,8666432,11,3,3,9,9149,8664,8030,555613,54,294,1946
93852,2.85,16334073,7,6,2,9,2913,5516,5544,4294245,94,168,1956
93853,1.68,10141513,10,6,2,4,7210,6270,880,9818026,242,272,1994
93854,2.52,12601301,5,4,1,8,8737,8345,2276,7172468,96,136,1996
93855,3.7,5112787,8,4,7,6,2547,3026,3823,5000719,10,85,1954
93856,1.73,17603844,14,7,1,3,6391,480,8089,4102578,182,106,1866
93857,1.95,3044712,5,9,4,8,5359,7739,9216,5152137,285,22,1992
93858,2.08,27991221,4,7,8,1,669,6064,5305,4841512,117,275,1897
93859,2.21,2408520,5,7,5,9,9141,5252,6090,8826655,241,62,1861
93860,2.01,7286177,7,8,6,1,1729,9818,8884,7682334,274,171,1839
93861,1.61,19406030,9,4,4,8,4270,7805,6628,3928788,38,57,1893
93862,1.9,21839678,5,3,4,3,4640,2889,4594,2498382,251,247,2016
93863,1.61,8229735,7,3,8,5,6576,180,7000,3611505,221,69,1976
93864,2.99,330948,7,8,2,1,7646,6351,3700,4472798,243,134,1949
93865,2.71,12906912,1,8,5,7,9457,7053,7636,6060523,35,137,1964
93866,2.43,8569655,7,6,9,1,5554,1949,23,8245447,141,28,1996
93867,3.95,21187635,1,8,7,7,1943,7984,8355,9023799,206,295,1913
93868,3.05,19566652,8,1,9,6,7405,6428,5428,3146735,127,89,1867
93869,3.13,9439783,13,5,3,5,5859,9048,3209,4785180,224,14,1853
93870,3.07,17048836,8,7,5,2,7275,3643,3732,8185959,35,103,1972
93871,3.74,16354296,6,4,7,7,4341,2002,5419,2801537,290,83,1867
93872,3.38,13272743,14,3,6,6,634,7765,9156,5114982,14,101,1948
93873,3.41,10373039,13,3,3,5,5955,7264,6987,9133931,243,245,1931
93874,2.95,17269628,2,2,5,2,6468,5987,5736,2238106,298,42,1821
93875,3.25,11911298,7,1,9,9,6912,4635,7008,8491183,156,53,1899
93876,2.66,5409992,10,9,3,5,2828,4783,6394,3419840,227,196,2012
93877,3.57,29359019,10,3,8,9,3200,7693,5089,1935749,34,211,1861
93878,2.17,3943320,2,4,2,7,3553,2875,2583,1688824,289,75,2012
93879,2.12,28170997,10,8,3,5,5476,5702,1945,4138267,124,163,1916
93880,3.92,3712488,6,6,3,2,6502,5113,9201,7399566,165,294,1989
93881,2.49,13869522,5,7,2,3,7920,6938,6607,3799630,3,59,1897
93882,1.91,12001250,1,2,3,5,3652,9881,3427,654480,168,211,2007
93883,3.31,18512795,9,2,8,1,9763,1802,4112,8342877,176,150,1927
93884,2.43,5369741,6,4,7,5,7909,9057,4721,7733878,28,4,1881
93885,1.57,12674377,12,3,6,3,2537,1822,6509,8154318,52,95,1866
93886,3.76,13426702,6,8,6,5,9211,9304,2276,3595546,44,278,1942
93887,3.72,26507156,9,4,4,4,5265,5203,7067,6808312,223,78,1908
93888,2.97,22366387,11,9,7,2,9242,5428,2275,5379941,83,25,1873
93889,1.66,26007127,3,1,9,4,4063,728,3337,7160312,209,141,1973
93890,1.84,19814088,1,9,4,2,1853,3464,5339,2025975,208,94,1808
93891,1.61,10062376,1,4,1,1,3631,4077,8153,8346888,199,242,1907
93892,3.91,21030427,6,1,4,4,44,7910,8407,6311591,34,31,1921
93893,2.5,1908166,1,9,4,8,6746,473,5938,2250194,89,273,1909
93894,2.13,20057079,12,2,7,2,1148,2432,1327,3878377,257,268,1951
93895,3.9,22377298,13,7,7,9,9592,9150,3907,4744859,72,139,1994
93896,2.97,26283557,6,1,6,9,3258,2557,8546,7951752,271,111,2014
93897,3,1112173,1,5,6,4,8002,5375,3563,1311022,196,296,1837
93898,3.52,14714517,11,2,6,2,1987,179,393,4660745,56,88,1894
93899,2.53,15066749,6,2,8,9,7335,5828,5505,2245958,10,190,1818
93900,2.67,7472249,9,2,4,4,9019,3586,8425,6838976,102,275,1952
93901,2.57,18863464,3,3,7,8,5320,8905,3113,8079985,40,121,1837
93902,3.77,11414233,3,3,5,5,3259,1112,3434,8882176,214,152,1979
93903,1.73,28501193,1,2,9,2,3839,9243,1923,584934,176,4,1946
93904,2.04,22191329,4,5,6,5,2579,2811,4670,4822819,44,201,1897
93905,1.73,3788293,9,5,8,4,4440,4364,8656,9180456,32,181,1991
93906,3.61,21379650,2,2,7,6,4516,986,6835,1649979,157,255,1902
93907,2.94,9320469,8,4,6,8,1867,9407,7910,7680393,28,95,2008
93908,1.82,16276317,14,1,4,5,5690,6107,2540,9205417,103,198,1884
93909,3.32,7672224,8,5,9,1,6909,3552,9042,513702,188,151,1896
93910,1.96,19490255,8,2,8,3,9855,1911,7614,7183517,89,290,1802
93911,2.28,16800228,6,3,9,6,5224,1395,822,2024168,183,259,1981
93912,3.12,28053760,4,2,9,2,2941,500,396,7264995,209,248,1819
93913,3.81,26324280,14,3,9,9,7856,606,5460,3978206,137,226,1924
93914,2.92,29736716,14,4,6,5,9495,2604,204,5069743,278,23,1918
93915,3.96,19991666,10,5,6,2,6250,1293,6552,2954175,227,240,1883
93916,3.83,23018193,14,6,4,7,8633,7378,1699,3571326,163,42,1949
93917,2.29,9993714,7,3,8,8,9340,1064,5508,9035306,19,223,1946
93918,2.58,5010966,11,3,7,8,9553,3905,978,2566997,149,90,1887
93919,3.51,24976020,13,9,2,1,9429,5656,9810,765061,230,9,1842
93920,3.73,8626338,12,9,7,7,2020,1510,9766,9217635,157,52,2014
93921,3.17,14539343,8,2,4,7,3055,6671,9090,8241911,232,1,1923
93922,1.9,27801629,12,5,5,1,4587,3710,6591,1372044,127,47,1892
93923,2.2,14746311,11,3,3,2,2077,4372,9158,4044158,29,119,1909
93924,1.72,9142943,6,2,8,2,7715,2082,935,5071015,138,248,1923
93925,1.98,9888632,12,4,2,5,8664,5883,4109,8941560,191,164,1909
93926,3.47,6564280,1,1,8,4,7225,1505,9268,6958033,264,160,1817
93927,2.74,17866526,2,3,3,4,9856,4049,814,7883474,187,169,1893
93928,3.59,333671,8,7,4,8,6564,8558,6744,5681463,4,114,1836
93929,2.17,25422581,13,4,4,2,5707,6738,677,3310592,176,73,1892
93930,1.82,2203507,9,5,4,6,45,1206,8778,9212237,192,111,1953
93931,1.7,26527029,6,5,4,5,7243,2815,8227,4844391,225,216,1890
93932,2.36,23611347,9,9,5,4,4635,4307,9448,3433970,183,138,1849
93933,3.62,5617636,13,6,8,4,2699,7491,7822,5797711,247,11,1812
93934,2.1,3778856,8,1,4,5,8559,2613,4106,3435137,132,20,1900
93935,2.28,10630021,9,9,1,6,3358,636,827,3410395,155,262,2010
93936,3.75,24510524,11,8,5,7,1880,1341,8782,2342981,159,234,1886
93937,2.24,6459408,14,3,8,5,3918,2582,8979,7421560,34,101,1889
93938,2.72,6227221,5,4,7,8,9054,3276,5675,2423668,286,128,1835
93939,1.68,20170129,2,8,5,4,1901,5715,1908,5316617,281,85,1811
93940,2.32,9010929,6,2,3,8,9646,3260,6035,5851253,41,228,1807
93941,1.7,18673921,3,8,3,4,3635,93,8043,6657045,249,141,1867
93942,2.72,27641251,14,5,7,2,5565,590,7622,6704329,244,55,1939
93943,2.67,28622435,10,3,1,4,627,8722,3132,3670847,218,120,1859
93944,3.39,3193642,13,6,2,2,9127,9101,6703,419518,262,91,1940
93945,1.74,5382169,9,9,1,8,3439,4987,4517,9434454,152,211,1905
93946,3.61,25293034,3,9,9,9,7837,3502,3131,6114304,166,134,1969
93947,2.27,19490797,13,4,8,4,6389,5942,7082,7648233,274,26,1985
93948,1.65,16895956,13,7,9,1,5911,4342,7697,4369355,114,77,1893
93949,2.62,26198650,1,4,5,9,1041,5174,9589,9343653,218,149,1834
93950,3.86,11833803,14,7,6,8,8437,8493,8345,6773896,166,131,1850
93951,2.98,9178990,5,7,3,8,1185,1214,3429,8165249,154,127,1803
93952,3.32,24777079,3,3,9,3,3290,185,791,6672956,137,201,1840
93953,2.92,21775929,7,1,6,6,5258,4706,5214,1319115,157,156,1834
93954,1.87,9277235,10,6,9,7,1437,9058,3200,9555457,274,39,1974
93955,3.62,11663447,8,9,9,5,6152,7924,2783,3368216,285,159,1970
93956,3.85,4461606,11,3,5,4,7423,7720,8253,8985739,241,240,2008
93957,3.53,26898443,7,4,7,3,7506,8914,8930,2597480,186,49,1873
93958,3.26,607165,5,9,1,5,8973,9192,8199,525068,161,169,1801
93959,3.21,26056650,13,8,1,3,3033,636,5351,4602030,108,221,1808
93960,1.88,3825522,8,3,2,8,56,7072,4723,2915885,260,74,1902
93961,3.83,26169097,2,8,3,4,4885,9392,2593,6934047,217,113,1881
93962,2.9,18801039,10,5,9,2,2544,4562,4168,9994240,153,107,2007
93963,2.29,7540975,7,5,7,3,7015,982,192,1376519,83,273,1823
93964,1.92,4544791,6,3,8,1,5232,2964,3243,1868444,249,248,1926
93965,3.29,4972741,2,1,4,7,2808,749,9380,417697,220,138,2006
93966,3.3,13809037,14,9,3,6,5781,3140,3422,8201308,260,249,1952
93967,2.1,16830328,10,5,2,2,4945,8309,3940,7232928,216,120,1920
93968,2.14,23697715,8,9,7,4,3975,1420,9098,2913478,177,196,1910
93969,2.33,26909402,3,9,8,7,7835,886,9025,7665247,141,238,2014
93970,2.02,28978154,4,9,7,3,3625,4432,4099,3756999,30,118,1894
93971,1.78,13909003,6,1,9,4,4020,8608,4848,7924462,130,12,1982
93972,3.53,16375745,4,3,6,5,9768,4448,9912,8647000,181,269,1909
93973,3.22,20871112,2,7,9,7,4948,9191,7450,3346664,233,113,2017
93974,3.72,24216893,12,8,3,6,4047,1798,5972,5931703,224,219,1934
93975,1.9,24863524,9,6,8,7,5911,1521,1204,3853801,168,102,1975
93976,2.22,13744458,1,5,3,6,3324,5094,5681,9064302,128,62,1925
93977,2.79,20965059,4,5,1,6,2365,9510,4876,8136194,112,140,1914
93978,3.31,11327773,1,8,7,1,7389,1809,6251,6150734,3,213,1871
93979,3.8,7673048,13,7,6,5,4870,7311,1516,6604485,194,271,1854
93980,3.71,9921293,6,3,6,8,7999,4084,7955,7960971,130,202,1813
93981,2.2,26133691,1,6,2,1,1968,6341,7415,6787178,14,192,1922
93982,3.49,26637223,3,3,2,7,3243,7791,5292,8341803,261,130,1852
93983,3.89,29795196,3,1,8,8,2371,9080,9676,4314232,58,97,1852
93984,3.09,13020784,10,2,1,7,7393,9272,7755,577624,90,285,1935
93985,2.87,14821487,14,8,4,9,4665,3080,2458,7208830,53,244,1800
93986,2.37,27851245,10,1,2,7,2516,5214,9959,5735227,149,265,1907
93987,2.55,22540990,14,9,8,1,1144,1421,9983,5675203,143,258,1881
93988,1.83,8540632,9,3,9,7,3975,7490,1993,5606114,135,15,1960
93989,2.94,24506298,4,9,2,2,2011,266,207,6913630,94,255,1910
93990,2.01,5975626,8,5,1,4,4316,5001,139,7746105,23,107,1847
93991,2.57,22541342,13,1,5,2,6449,2373,2169,3513424,79,245,1872
93992,2.22,24768067,1,3,9,4,8904,1875,1578,5783454,65,260,1986
93993,2.29,11145704,8,7,8,6,2617,6587,7425,3407608,162,36,1855
93994,2.28,18536353,7,4,9,7,9474,1788,5225,6425634,120,47,1925
93995,3.81,9616514,8,1,8,9,1959,6100,5798,6136702,73,240,1899
93996,2.3,14629507,12,8,3,8,9444,2836,2788,6650328,56,15,1866
93997,3.09,19779987,7,3,4,3,496,5008,4022,3852262,207,52,1995
93998,1.95,28777884,6,2,4,6,4385,4239,7669,8476965,60,158,2003
93999,3.46,19748216,14,9,9,3,9328,7446,9171,4115909,36,195,1942
94000,2.28,16528754,8,6,4,4,8381,196,649,6707885,222,172,1885
94001,1.95,12044154,13,2,8,8,3506,3875,4949,1204683,295,25,1857
94002,1.98,1655081,14,8,4,4,2591,7448,4658,3684397,29,84,1826
94003,3.24,199073,14,4,2,8,2461,9194,8041,7602001,237,37,1820
94004,2.48,5519820,7,4,3,6,7698,4361,10006,8151833,203,124,1833
94005,2.2,27019896,2,9,1,9,4172,6156,5727,4158849,161,203,2010
94006,1.72,9859701,14,4,7,4,5399,6182,9321,4087546,157,25,1954
94007,1.98,25455044,2,3,3,2,3474,8917,2776,9102486,39,200,1875
94008,1.54,1749598,6,1,4,5,4038,5345,760,8623327,176,175,1807
94009,2.63,21080778,9,3,5,1,160,3896,5822,598753,197,114,1811
94010,3.71,2771362,7,2,5,6,9031,5260,1900,6014407,296,242,1802
94011,2.99,2313893,11,3,4,1,5443,1896,2419,2023351,127,13,1858
94012,3.38,29148661,6,4,3,5,228,2667,9257,8085818,142,116,1968
94013,3.48,23721050,14,3,7,2,4920,9887,7102,4531667,131,110,1889
94014,3.78,27867039,3,1,8,6,2515,2366,7925,6683045,37,53,1898
94015,1.94,4906501,3,3,9,7,4744,7304,6733,7479993,51,257,1970
94016,2.82,27282670,7,3,8,4,3397,1519,9969,8840494,115,192,1817
94017,2.21,15106569,12,5,3,4,8938,6985,3232,6972460,285,258,1999
94018,1.53,13259018,9,5,9,8,7759,5667,836,6537969,50,112,1932
94019,2.75,28686048,12,4,5,8,6187,6901,7200,1046028,265,61,1813
94020,2.95,20567631,14,2,9,1,1762,8209,5940,612563,112,85,1844
94021,3.92,26712816,5,2,8,9,5576,8881,8455,7619681,178,165,1976
94022,1.64,21307134,2,5,5,9,3712,2436,347,6001128,276,282,1834
94023,3.57,17017149,3,3,3,5,1649,6647,3414,91710,184,183,1802
94024,2.35,25789739,6,4,5,2,7301,3941,6120,2259319,144,103,1908
94025,3.43,15591000,12,9,5,1,1999,8365,7343,1029970,249,164,1982
94026,3.42,26339766,9,3,8,4,6753,6155,4904,1102741,194,209,1856
94027,2.35,7643974,8,9,5,3,6853,1507,1653,9816622,94,189,1923
94028,2.04,12381561,14,8,4,3,1792,1227,3233,5206626,192,113,1911
94029,1.61,188309,2,6,9,6,4172,3666,1427,2202169,109,28,1960
94030,2.22,9664123,12,3,6,6,3338,7215,4255,3399978,39,25,1990
94031,2.56,4003624,13,7,2,7,3451,3856,6199,7640246,106,52,1989
94032,1.57,7543330,11,3,7,9,2126,2305,9622,1629479,143,51,1825
94033,3.38,13401021,12,8,5,8,6025,8693,3451,300405,168,141,1988
94034,3.96,2095412,7,9,3,4,9249,6789,6687,6606543,123,115,1844
94035,3.25,10790997,4,9,4,3,5188,7019,9725,1958854,23,259,1818
94036,3.45,8299981,6,4,1,8,8027,278,5395,7288746,139,132,1915
94037,3.68,1509511,8,9,6,8,1194,5362,7640,3962268,252,11,1873
94038,3.22,23193517,1,3,2,8,5905,8360,1353,272049,135,207,1969
94039,2.44,10477686,13,2,1,3,826,8473,8213,5066935,240,201,1838
94040,2.01,24779928,2,4,7,1,8599,5879,3558,3821357,148,84,1989
94041,2.15,22571336,12,1,9,3,1388,2040,2981,3738413,100,135,1977
94042,3.69,10766980,11,9,2,9,8925,6520,3016,4834427,41,247,2000
94043,1.63,7281002,9,1,3,9,5437,2966,7295,6889448,156,184,2008
94044,2.18,24280176,6,6,5,3,9575,9717,705,105834,124,49,1876
94045,3.67,13129351,7,3,4,9,1888,255,3405,894409,231,239,1955
94046,3.2,2802116,4,3,6,7,3072,3533,3558,8151592,64,238,1837
94047,3.29,7103122,1,6,4,2,596,7395,3209,447661,35,96,1966
94048,3.21,23436042,1,2,5,2,8993,8926,7776,9835051,14,277,1822
94049,3.07,12462605,12,5,8,6,3976,8239,273,6948551,52,188,1811
94050,2.85,22365676,1,4,3,8,4039,8029,4943,6062511,158,79,1846
94051,2.36,25864891,5,3,5,4,4748,973,6831,7748731,183,224,1906
94052,1.75,10708624,8,6,7,5,1759,9348,8284,2238288,132,38,1808
94053,3.4,2045144,6,1,9,7,7380,2407,1914,8258932,220,66,1882
94054,1.82,24772723,2,2,1,5,1109,6294,6739,4084245,198,132,1810
94055,3.42,19768323,10,3,6,5,1852,3330,9989,3728857,117,9,1978
94056,1.57,3950942,8,1,6,3,3625,5986,9647,6297331,290,161,1827
94057,3.74,23684140,2,8,2,6,83,2818,353,4115258,18,105,1814
94058,3.47,21153953,5,5,4,9,3414,9009,1624,5582211,24,297,2013
94059,2.59,23640695,12,9,3,6,2927,8880,793,684266,23,206,1803
94060,2.46,493860,7,1,8,4,2144,8587,4996,1894360,116,81,1936
94061,3.28,5208495,5,3,1,9,6426,523,3048,4887654,196,234,1888
94062,1.77,3370428,9,3,4,8,9018,2690,9954,2226194,127,252,1989
94063,2.34,12438200,8,6,9,3,1782,9132,7832,7310184,255,6,1957
94064,1.94,22948997,6,7,7,9,8033,5289,3291,9157235,73,288,1997
94065,1.86,4457677,11,9,1,4,5363,1985,7690,3692695,273,228,1937
94066,3.31,4906842,13,3,1,4,5807,6152,5579,8062321,5,157,1925
94067,2.64,24797199,8,2,3,9,6269,4079,7445,3019231,68,83,1981
94068,1.87,9636789,3,2,6,9,7847,9824,6579,978026,164,40,1824
94069,2.15,10700814,2,3,7,8,9564,1967,2983,6081174,183,295,2008
94070,3.96,16351099,8,9,7,9,3020,4074,9977,8341226,88,50,1818
94071,3.6,748818,10,7,5,1,7365,9037,5064,6199150,236,249,2016
94072,2.14,25650495,6,9,3,7,7002,4142,9469,7580283,202,209,1931
94073,2.02,20973069,12,6,1,9,9552,8955,7779,4716851,175,84,1843
94074,3.52,17682997,5,4,1,7,8524,1952,7438,5552129,71,59,1817
94075,3.9,2887910,3,7,1,9,2658,9254,5372,4565647,53,45,1830
94076,1.56,3340740,6,2,6,8,21,1373,7936,181285,60,228,2013
94077,3.85,29874646,5,8,7,1,5836,3090,5436,3670539,175,267,1924
94078,2.18,15041490,12,9,9,3,4656,6209,6815,4039568,46,192,1806
94079,2.56,27594891,8,9,8,3,4460,2196,795,2002097,156,232,1903
94080,2.22,15128669,12,7,6,4,1342,5692,4724,4098823,82,89,1937
94081,2.35,23884134,3,3,8,6,4277,6485,1019,656411,174,70,1946
94082,3.44,26825747,5,3,8,5,8857,8927,7087,9180005,33,13,1999
94083,3.67,24907201,7,3,3,7,2302,5787,6542,9038147,92,112,1812
94084,2.78,24069658,7,9,8,7,8661,914,9248,2841169,280,33,1925
94085,3.24,28623387,2,4,9,9,6739,2251,9448,4323252,209,113,1976
94086,3.08,15437928,13,5,6,9,4275,6625,6486,1081049,184,229,1954
94087,2.89,11581820,5,9,1,1,5681,4489,3749,6018109,70,205,1819
94088,2.66,19801388,14,4,6,1,9381,4866,889,9138866,34,208,1959
94089,3.01,14834805,3,9,9,2,5318,5575,9370,2444694,256,5,2013
94090,2.6,1729970,2,4,4,4,1951,3973,9346,5122100,130,57,1913
94091,1.73,19971170,10,6,5,8,2075,3447,8822,6659583,112,155,1828
94092,2.44,61809,7,4,8,5,5306,6332,9967,8675901,187,189,1946
94093,1.76,10833228,10,5,3,6,7461,2571,9079,1001688,203,25,1990
94094,3.46,21909049,11,5,9,6,2616,1371,2965,9333115,215,31,1982
94095,2.25,10134078,8,2,6,7,8072,2419,3077,2099124,179,74,2014
94096,2.94,19604796,3,9,1,3,4459,6979,809,889198,179,134,1958
94097,3.17,15367898,1,9,6,2,5934,7418,3024,1023171,32,276,1804
94098,1.51,25846679,11,7,1,8,2463,5109,4211,7735879,73,176,1867
94099,2.32,9612365,1,8,5,1,6082,3375,8526,6633686,298,176,1972
94100,2.29,16477893,6,2,1,7,9255,5304,6672,3320471,243,225,1880
94101,3.02,28318690,3,2,9,3,6496,9944,2631,6003038,1,21,1820
94102,3.49,14481862,11,1,7,8,4741,5232,1148,736317,76,225,1887
94103,3.49,16685617,2,3,7,7,5126,5749,8883,5871710,137,190,1929
94104,3.53,25397262,10,9,3,8,7025,4210,5633,1966384,251,221,1987
94105,3.38,3393568,5,8,4,7,4839,4200,9906,4259913,180,293,2002
94106,2.39,21399896,6,2,3,9,3571,3670,7006,4656446,25,192,1861
94107,1.56,8711881,8,7,4,3,5635,32,4791,2235712,28,77,1943
94108,1.83,16434822,3,4,1,2,2031,5352,7143,3586483,223,80,1951
94109,3.86,22182634,4,4,4,6,1412,3635,3483,1417921,200,104,1846
94110,1.91,15923079,14,2,9,3,1364,2325,6017,1481996,72,129,2002
94111,3.54,1933817,1,4,5,7,3645,5106,4707,3906545,188,191,1875
94112,2.89,24998085,10,6,7,3,9281,1956,5526,4824969,55,66,1841
94113,3.37,19234739,7,2,1,4,4450,4669,1791,6111868,147,156,1862
94114,1.93,668805,14,7,6,5,7406,8844,9960,3417783,31,112,1893
94115,2.13,29597472,11,2,5,8,1548,3765,6650,8012507,52,46,1894
94116,3.36,25414265,9,4,9,8,2590,9118,2812,9056786,273,128,1883
94117,1.69,29029549,10,9,5,3,8155,8224,1734,4825323,117,180,1954
94118,1.94,10453049,11,5,4,3,6774,9954,1763,2637376,141,113,1985
94119,2.26,28645878,14,7,4,4,4527,612,549,2095458,33,180,1901
94120,2.48,17848325,5,8,3,3,1241,4283,7698,5035863,122,254,1881
94121,3.96,29946228,9,6,3,5,4900,4519,5144,4921359,153,193,1931
94122,3.65,23157858,4,4,7,8,8355,6369,7078,9714410,255,125,1930
94123,2.65,4332606,12,1,3,5,8146,6120,6937,4755260,201,293,1997
94124,3.09,23980330,10,8,6,1,2774,4293,3004,6020887,220,134,1998
94125,3.06,22025680,13,8,4,8,8654,8469,1877,9590738,135,83,1906
94126,2.89,28093072,2,5,9,7,7545,6657,5129,9742796,131,136,1847
94127,3.25,18354022,10,8,1,3,5175,8935,1009,4242191,294,46,1915
94128,1.82,18665258,10,5,3,1,2942,6658,2625,3834427,56,149,1905
94129,2.96,23263033,10,8,7,5,5899,8665,1919,9514665,192,164,1864
94130,3.76,2009716,13,9,9,1,9139,1545,9776,7075973,183,209,1881
94131,1.96,10047944,2,1,2,8,1728,6380,6491,3840809,178,230,1963
94132,1.8,1048490,11,7,6,2,2884,7804,1172,7958451,131,206,1901
94133,2.04,12019931,1,2,8,7,5602,2110,4967,7439054,6,73,1905
94134,3.79,24171724,3,1,2,8,5711,1928,5780,2468004,181,276,1846
94135,2.49,20862140,10,9,6,6,7584,4428,876,8049660,155,46,1917
94136,3.62,20900840,10,4,8,2,3370,278,940,2203058,226,291,1901
94137,2.4,26237770,6,7,8,2,9447,2488,990,4995291,1,199,1915
94138,2.56,29137427,12,4,8,5,6344,2313,7521,3263873,45,205,1852
94139,3.42,2721069,3,8,9,6,2942,1268,7091,5181544,176,37,1959
94140,2.93,4972285,9,6,1,4,577,6042,2275,2013613,204,112,2010
94141,1.54,19337532,8,2,8,2,4681,1979,1754,4415947,258,86,1920
94142,3.53,5045126,4,4,7,9,3935,2786,2514,7506205,198,236,1827
94143,2.34,23780064,4,4,4,3,6729,2016,8721,124553,166,109,2001
94144,3.96,19012797,7,3,7,5,9199,1810,2846,5715121,48,261,1834
94145,2.52,11062325,10,7,8,9,6874,6895,5244,7267562,51,23,1892
94146,1.75,22178698,1,5,8,1,9989,5349,651,86207,200,281,1918
94147,2.36,16568140,9,8,5,5,6167,7545,7397,1920288,217,86,1905
94148,2.94,1371038,6,7,8,9,6751,7760,9269,2330363,14,109,1849
94149,3.74,3164086,11,4,5,4,2252,8012,5178,5204940,128,81,1880
94150,3.74,27105008,7,2,6,1,6013,5701,3896,2159297,152,143,1823
94151,2.83,13158866,2,3,9,4,3473,7586,8089,669184,195,86,1992
94152,1.54,25746718,1,7,3,1,3995,7645,1871,7310347,168,171,2017
94153,1.64,28374866,6,2,9,1,6939,7730,8035,5511840,260,25,1898
94154,1.72,24365434,3,5,3,8,1780,6050,4639,4218280,11,267,1934
94155,3.66,12613384,9,5,1,9,4201,1126,8922,280372,102,69,2012
94156,1.98,10841326,12,9,4,6,4034,5760,1297,8240984,175,261,1954
94157,2.05,6113576,10,1,4,2,1692,3062,9620,443146,73,240,1928
94158,3.1,7509037,12,2,7,7,5047,2380,5113,1065447,226,45,1864
94159,1.64,17675183,6,5,2,5,5662,2383,6463,1364529,206,67,1867
94160,3.49,8016786,14,7,3,6,5220,850,10000,6298315,246,106,1832
94161,2.67,11198217,12,2,6,4,2887,6944,1061,9870263,239,74,1822
94162,2.61,11822841,14,9,3,3,7701,4359,8008,2327005,48,44,1871
94163,1.6,27693451,5,5,9,9,2240,2025,7020,9853426,88,270,2000
94164,3.55,24516786,4,5,3,3,5433,6078,4593,1544725,248,79,1893
94165,3.22,1269147,9,8,2,5,3513,442,5396,2147304,239,238,1875
94166,1.92,2935859,5,9,8,9,3651,573,3461,6757797,265,171,1859
94167,2.89,27796602,10,3,7,8,301,9573,9357,9404486,61,202,1997
94168,1.76,6747131,2,1,1,1,5679,6973,5171,2057082,274,270,1963
94169,1.56,3873761,6,8,6,3,2002,8951,2604,9152459,264,268,1885
94170,3.73,21313112,14,5,4,4,7285,9123,8560,3818290,89,230,1960
94171,3.8,9155405,14,3,9,4,176,3963,8936,5315605,204,143,1887
94172,3.6,14652940,11,6,2,7,5679,2800,3853,146635,286,291,1878
94173,3.36,16532208,3,3,2,4,2466,1954,9624,1438562,299,273,1917
94174,3.86,1912192,8,7,5,6,5093,1682,4936,7344660,258,129,1822
94175,3.5,11991673,3,9,5,8,8408,5484,9766,463972,244,231,1880
94176,2.66,16700559,7,6,1,9,9461,4454,9299,3776767,39,20,1996
94177,1.68,4025507,13,4,7,1,9584,8800,2581,8922569,45,37,1928
94178,2.33,8283212,14,4,2,4,6472,4340,796,3417718,87,159,1887
94179,3.16,10775734,4,4,5,2,4362,5295,2341,9503546,111,18,1981
94180,2.3,9687157,12,4,1,7,4852,9884,4064,307622,123,103,1977
94181,3.99,13120408,4,4,3,1,5887,2417,9516,278603,185,215,2003
