points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",4171,2
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",2187,1
2500.0,"binary search,brute force,constructive algorithms,data structures,dp","['binary search', 'brute force', 'constructive algorithms', 'data structures', 'dp']","  (0, 62)	0.2621131711509918
  (0, 52)	0.2942183565230166
  (0, 27)	0.2631806352998085
  (0, 21)	0.2485042173158484
  (0, 16)	0.26761677311414883
  (0, 15)	0.26761677311414883
  (0, 14)	0.2907516185880501
  (0, 13)	0.2907516185880501
  (0, 7)	0.2631806352998085
  (0, 6)	0.2631806352998085
  (0, 4)	0.2986124345544727
  (0, 3)	0.2986124345544727
  (0, 2)	0.2907516185880501",4550,3
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3611,0
500.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",5910,0
1500.0,"binary search,data structures","['binary search', 'data structures']","  (0, 62)	0.37957769344396236
  (0, 52)	0.4260706344800462
  (0, 16)	0.38754770322880217
  (0, 15)	0.38754770322880217
  (0, 4)	0.4324338935130389
  (0, 3)	0.4324338935130389",2023,2
2000.0,"dfs and similar,graphs","['dfs and similar', 'graphs']","  (0, 55)	0.4917454284181643
  (0, 32)	0.5239840654919845
  (0, 18)	0.4917454284181643
  (0, 17)	0.4917454284181643",4861,3
3000.0,"bitmasks,combinatorics,number theory","['bitmasks', 'combinatorics', 'number theory']","  (0, 68)	0.43677143481945335
  (0, 43)	0.43677143481945335
  (0, 42)	0.43677143481945335
  (0, 11)	0.4403298956638222
  (0, 5)	0.4835304790413481",2254,4
1000.0,"brute force,dp","['brute force', 'dp']","  (0, 27)	0.5069172771013918
  (0, 21)	0.4786487465024144
  (0, 7)	0.5069172771013918
  (0, 6)	0.5069172771013918",5113,1
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",3952,0
1000.0,"binary search,greedy,sortings","['binary search', 'greedy', 'sortings']","  (0, 56)	0.4622056140844986
  (0, 52)	0.4557878446664063
  (0, 33)	0.38811761835041586
  (0, 4)	0.4625949228478003
  (0, 3)	0.4625949228478003",5800,1
2000.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",5993,3
1500.0,math,['math'],"  (0, 37)	1.0",5882,2
1000.0,implementation,['implementation'],"  (0, 35)	1.0",6499,1
500.0,"greedy,implementation,sortings","['greedy', 'implementation', 'sortings']","  (0, 56)	0.6735367664416304
  (0, 35)	0.475893114022469
  (0, 33)	0.5655740166214763",6493,2
1500.0,"binary search,math","['binary search', 'math']","  (0, 52)	0.5144364345710868
  (0, 37)	0.4360479194132385
  (0, 4)	0.5221194148665484
  (0, 3)	0.5221194148665484",5213,1
2500.0,"graphs,greedy,shortest paths","['graphs', 'greedy', 'shortest paths']","  (0, 54)	0.49791411181995787
  (0, 53)	0.49791411181995787
  (0, 45)	0.49791411181995787
  (0, 33)	0.3139638654767157
  (0, 32)	0.397078459408901",2255,4
1000.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",6334,1
500.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",5307,1
2000.0,"data structures,math","['data structures', 'math']","  (0, 62)	0.5006188722082621
  (0, 37)	0.4763110282242326
  (0, 16)	0.5111303890304811
  (0, 15)	0.5111303890304811",309,3
2250.0,"brute force,combinatorics,number theory,probabilities","['brute force', 'combinatorics', 'number theory', 'probabilities']","  (0, 68)	0.3733004288032367
  (0, 47)	0.43725481051207066
  (0, 43)	0.3733004288032367
  (0, 42)	0.3733004288032367
  (0, 27)	0.2881639958477054
  (0, 11)	0.3763417791599319
  (0, 7)	0.2881639958477054
  (0, 6)	0.2881639958477054",1338,5
1500.0,number theory,['number theory'],"  (0, 68)	0.5773502691896257
  (0, 43)	0.5773502691896257
  (0, 42)	0.5773502691896257",5249,2
2000.0,"dfs and similar,graphs,greedy,shortest paths,trees","['dfs and similar', 'graphs', 'greedy', 'shortest paths', 'trees']","  (0, 69)	0.32650514062971375
  (0, 55)	0.29593524887264183
  (0, 54)	0.39541446545320497
  (0, 53)	0.39541446545320497
  (0, 45)	0.39541446545320497
  (0, 33)	0.24933186485782458
  (0, 32)	0.3153366475118637
  (0, 18)	0.29593524887264183
  (0, 17)	0.29593524887264183",1018,3
500.0,"binary search,data structures,math","['binary search', 'data structures', 'math']","  (0, 62)	0.35700917799965254
  (0, 52)	0.4007377925857176
  (0, 37)	0.33967438724076165
  (0, 16)	0.3645053156575808
  (0, 15)	0.3645053156575808
  (0, 4)	0.4067227119210868
  (0, 3)	0.4067227119210868",6496,1
3000.0,"graphs,math,shortest paths","['graphs', 'math', 'shortest paths']","  (0, 54)	0.4981390424529809
  (0, 53)	0.4981390424529809
  (0, 45)	0.4981390424529809
  (0, 37)	0.3126638663737161
  (0, 32)	0.39725783795454656",3327,3
2000.0,"dsu,graphs,shortest paths","['dsu', 'graphs', 'shortest paths']","  (0, 54)	0.4699584501195172
  (0, 53)	0.4699584501195172
  (0, 45)	0.4699584501195172
  (0, 32)	0.374784270880697
  (0, 22)	0.44379490283711925",3680,3
1500.0,"greedy,math,sortings","['greedy', 'math', 'sortings']","  (0, 56)	0.6449922249726618
  (0, 37)	0.5391188303508488
  (0, 33)	0.5416049450346145",757,3
2000.0,"constructive algorithms,sortings","['constructive algorithms', 'sortings']","  (0, 56)	0.5097183429994464
  (0, 14)	0.4967183007198006
  (0, 13)	0.4967183007198006
  (0, 2)	0.4967183007198006",3728,3
2500.0,"data structures,implementation,math,two pointers","['data structures', 'implementation', 'math', 'two pointers']","  (0, 62)	0.3915053623654506
  (0, 46)	0.5378311866613075
  (0, 37)	0.37249558907162383
  (0, 35)	0.3148757579558511
  (0, 16)	0.3997258179474395
  (0, 15)	0.3997258179474395",3702,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",3807,0
250.0,bitmasks,['bitmasks'],"  (0, 5)	1.0",6025,0
2750.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",944,4
2500.0,"brute force,combinatorics,dp","['brute force', 'combinatorics', 'dp']","  (0, 27)	0.4226823944461041
  (0, 21)	0.39911127004219316
  (0, 11)	0.5520226212767295
  (0, 7)	0.4226823944461041
  (0, 6)	0.4226823944461041",247,5
2500.0,"data structures,probabilities","['data structures', 'probabilities']","  (0, 62)	0.4300882608035963
  (0, 47)	0.6552658780707954
  (0, 16)	0.43911884322757494
  (0, 15)	0.43911884322757494",3145,4
1750.0,"brute force,hashing,implementation,math","['brute force', 'hashing', 'implementation', 'math']","  (0, 37)	0.3622659303465961
  (0, 35)	0.30622848362784977
  (0, 34)	0.5801015654233346
  (0, 27)	0.38230427904070485
  (0, 7)	0.38230427904070485
  (0, 6)	0.38230427904070485",885,3
2000.0,"dp,matrices","['dp', 'matrices']","  (0, 38)	0.8687888373811061
  (0, 21)	0.4951827501458283",3675,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",819,0
250.0,"greedy,hashing","['greedy', 'hashing']","  (0, 34)	0.8470959733462488
  (0, 33)	0.5314399419883412",594,0
2500.0,"data structures,dp","['data structures', 'dp']","  (0, 62)	0.5010202805652976
  (0, 21)	0.47500723498371566
  (0, 16)	0.5115402257767201
  (0, 15)	0.5115402257767201",6529,4
1000.0,"brute force,dsu,meet-in-the-middle,number theory","['brute force', 'dsu', 'meet-in-the-middle', 'number theory']","  (0, 68)	0.27755024698651887
  (0, 43)	0.27755024698651887
  (0, 42)	0.27755024698651887
  (0, 41)	0.4234338962832036
  (0, 40)	0.4234338962832036
  (0, 39)	0.4234338962832036
  (0, 27)	0.21425099477265686
  (0, 22)	0.30544773913915874
  (0, 7)	0.21425099477265686
  (0, 6)	0.21425099477265686",625,1
3000.0,"dp,implementation,strings","['dp', 'implementation', 'strings']","  (0, 61)	0.7103067408575948
  (0, 35)	0.4553490797157075
  (0, 21)	0.5367695497085503",5485,5
1500.0,"combinatorics,math","['combinatorics', 'math']","  (0, 37)	0.587266654989628
  (0, 11)	0.8093935235330793",3653,2
2250.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",4611,4
2000.0,"math,matrices,probabilities","['math', 'matrices', 'probabilities']","  (0, 47)	0.6223364976023732
  (0, 38)	0.6794522642672247
  (0, 37)	0.3886410996461295",1593,3
2000.0,"dp,greedy","['dp', 'greedy']","  (0, 33)	0.7099799961551347
  (0, 21)	0.7042218436398824",5674,3
1000.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",4320,1
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",3934,0
1000.0,brute force,['brute force'],"  (0, 27)	0.5773502691896257
  (0, 7)	0.5773502691896257
  (0, 6)	0.5773502691896257",2038,1
500.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",735,0
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",4952,0
1500.0,"binary search,math","['binary search', 'math']","  (0, 52)	0.5144364345710868
  (0, 37)	0.4360479194132385
  (0, 4)	0.5221194148665484
  (0, 3)	0.5221194148665484",2491,2
2500.0,shortest paths,['shortest paths'],"  (0, 54)	0.5773502691896257
  (0, 53)	0.5773502691896257
  (0, 45)	0.5773502691896257",5767,4
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",1728,4
2500.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",5732,4
500.0,"implementation,strings,two pointers","['implementation', 'strings', 'two pointers']","  (0, 61)	0.6189923054807784
  (0, 46)	0.6777827836702783
  (0, 35)	0.3968110682878687",747,1
2500.0,"constructive algorithms,graphs,shortest paths","['constructive algorithms', 'graphs', 'shortest paths']","  (0, 54)	0.43674951476911017
  (0, 53)	0.43674951476911017
  (0, 45)	0.43674951476911017
  (0, 32)	0.3483006814934623
  (0, 14)	0.31960194999302394
  (0, 13)	0.31960194999302394
  (0, 2)	0.31960194999302394",2665,4
2000.0,sortings,['sortings'],"  (0, 56)	1.0",4924,3
1500.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",106,2
1000.0,"binary search,two pointers","['binary search', 'two pointers']","  (0, 52)	0.4683962475126431
  (0, 46)	0.5732456309133718
  (0, 4)	0.47539162905693094
  (0, 3)	0.47539162905693094",5345,2
1500.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",1926,2
1000.0,"expression parsing,implementation,strings","['expression parsing', 'implementation', 'strings']","  (0, 61)	0.35848421663739954
  (0, 44)	0.5223908233673795
  (0, 35)	0.22980981138002787
  (0, 24)	0.5223908233673795
  (0, 23)	0.5223908233673795",2202,1
2000.0,"bitmasks,dp","['bitmasks', 'dp']","  (0, 21)	0.5499124193373313
  (0, 5)	0.8352223243296142",986,3
1000.0,implementation,['implementation'],"  (0, 35)	1.0",439,1
2500.0,"data structures,dp","['data structures', 'dp']","  (0, 62)	0.5010202805652976
  (0, 21)	0.47500723498371566
  (0, 16)	0.5115402257767201
  (0, 15)	0.5115402257767201",1793,4
1500.0,"brute force,combinatorics,probabilities","['brute force', 'combinatorics', 'probabilities']","  (0, 47)	0.5731857084519932
  (0, 27)	0.37774652248397533
  (0, 11)	0.4933364347787187
  (0, 7)	0.37774652248397533
  (0, 6)	0.37774652248397533",5172,3
1500.0,greedy,['greedy'],"  (0, 33)	1.0",4603,2
500.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",2554,0
2000.0,"data structures,dp,greedy","['data structures', 'dp', 'greedy']","  (0, 62)	0.45187661839596677
  (0, 33)	0.431918105352721
  (0, 21)	0.42841511887678035
  (0, 16)	0.4613646919375904
  (0, 15)	0.4613646919375904",1911,3
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",4201,0
500.0,"constructive algorithms,greedy,implementation","['constructive algorithms', 'greedy', 'implementation']","  (0, 35)	0.35095054957549987
  (0, 33)	0.41708632907337784
  (0, 14)	0.4840360543915258
  (0, 13)	0.4840360543915258
  (0, 2)	0.4840360543915258",3377,0
2000.0,dp,['dp'],"  (0, 21)	1.0",521,3
2500.0,"combinatorics,dp,math","['combinatorics', 'dp', 'math']","  (0, 37)	0.5068584924232472
  (0, 21)	0.5050661081799452
  (0, 11)	0.6985718968197883",3579,4
2250.0,"binary search,brute force,dp,implementation","['binary search', 'brute force', 'dp', 'implementation']","  (0, 52)	0.38669770838176587
  (0, 35)	0.2770717124956033
  (0, 27)	0.3459041433158562
  (0, 21)	0.32661460180417184
  (0, 7)	0.3459041433158562
  (0, 6)	0.3459041433158562
  (0, 4)	0.3924729425489849
  (0, 3)	0.3924729425489849",2381,4
1750.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",441,2
1500.0,"dfs and similar,graphs,implementation,matrices,strings","['dfs and similar', 'graphs', 'implementation', 'matrices', 'strings']","  (0, 61)	0.3907220835068507
  (0, 55)	0.35331772485744634
  (0, 38)	0.518034421007779
  (0, 35)	0.25047621107275597
  (0, 32)	0.3764810960758992
  (0, 18)	0.35331772485744634
  (0, 17)	0.35331772485744634",2123,2
1500.0,"brute force,dp","['brute force', 'dp']","  (0, 27)	0.5069172771013918
  (0, 21)	0.4786487465024144
  (0, 7)	0.5069172771013918
  (0, 6)	0.5069172771013918",2216,2
2500.0,"binary search,implementation,math","['binary search', 'implementation', 'math']","  (0, 52)	0.4826902634565465
  (0, 37)	0.40913914908989724
  (0, 35)	0.3458510743715738
  (0, 4)	0.48989912257641
  (0, 3)	0.48989912257641",1638,4
1500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",729,2
2000.0,"data structures,dsu,implementation,trees","['data structures', 'dsu', 'implementation', 'trees']","  (0, 69)	0.4617680800741405
  (0, 62)	0.3689182428440742
  (0, 35)	0.2967096303289862
  (0, 22)	0.5280916316289799
  (0, 16)	0.3766644356685144
  (0, 15)	0.3766644356685144",3294,3
1500.0,"dp,games,number theory","['dp', 'games', 'number theory']","  (0, 68)	0.4461113186819205
  (0, 43)	0.4461113186819205
  (0, 42)	0.4461113186819205
  (0, 28)	0.5451802895880304
  (0, 21)	0.325165382346192",3628,2
1000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",2937,1
1000.0,combinatorics,['combinatorics'],"  (0, 11)	1.0",820,1
1000.0,"bitmasks,brute force,constructive algorithms,implementation","['bitmasks', 'brute force', 'constructive algorithms', 'implementation']","  (0, 35)	0.2618197919154381
  (0, 27)	0.32686321533845675
  (0, 14)	0.3611056292507544
  (0, 13)	0.3611056292507544
  (0, 7)	0.32686321533845675
  (0, 6)	0.32686321533845675
  (0, 5)	0.46876421099250276
  (0, 2)	0.3611056292507544",2646,1
1000.0,"graphs,implementation","['graphs', 'implementation']","  (0, 35)	0.5539173202280622
  (0, 32)	0.8325716800080113",3855,1
2500.0,"binary search,bitmasks,brute force,geometry,sortings","['binary search', 'bitmasks', 'brute force', 'geometry', 'sortings']","  (0, 56)	0.3274646902376833
  (0, 52)	0.3229178115099657
  (0, 29)	0.38955264038177045
  (0, 27)	0.28885252363976205
  (0, 7)	0.28885252363976205
  (0, 6)	0.28885252363976205
  (0, 5)	0.4142519530592635
  (0, 4)	0.3277405087688665
  (0, 3)	0.3277405087688665",3368,4
1250.0,"dp,greedy,sortings","['dp', 'greedy', 'sortings']","  (0, 56)	0.6456550033131226
  (0, 33)	0.5421614851179785
  (0, 21)	0.5377643914870152",6433,1
2250.0,"combinatorics,math,number theory","['combinatorics', 'math', 'number theory']","  (0, 68)	0.468734267535072
  (0, 43)	0.468734267535072
  (0, 42)	0.468734267535072
  (0, 37)	0.3428674572400869
  (0, 11)	0.47255313572210667",86,3
1000.0,"greedy,implementation,math","['greedy', 'implementation', 'math']","  (0, 37)	0.6059159597578303
  (0, 35)	0.5121892787020597
  (0, 33)	0.6087101054635212",4789,1
500.0,"brute force,implementation,math","['brute force', 'implementation', 'math']","  (0, 37)	0.4447468316342108
  (0, 35)	0.37595074899627445
  (0, 27)	0.46934752230462495
  (0, 7)	0.46934752230462495
  (0, 6)	0.46934752230462495",821,0
3000.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",973,3
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",4862,0
2500.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",1186,4
1500.0,"constructive algorithms,dp,math","['constructive algorithms', 'dp', 'math']","  (0, 37)	0.40586428310676204
  (0, 21)	0.4044290408116558
  (0, 14)	0.4731847189158438
  (0, 13)	0.4731847189158438
  (0, 2)	0.4731847189158438",176,2
1500.0,dp,['dp'],"  (0, 21)	1.0",6004,2
2000.0,"dfs and similar,dp,graphs,hashing,strings","['dfs and similar', 'dp', 'graphs', 'hashing', 'strings']","  (0, 61)	0.3944432312977183
  (0, 55)	0.35668264208845457
  (0, 34)	0.4790065901959878
  (0, 32)	0.3800666159584519
  (0, 21)	0.2980756108179879
  (0, 18)	0.35668264208845457
  (0, 17)	0.35668264208845457",3132,3
2000.0,"dfs and similar,graphs","['dfs and similar', 'graphs']","  (0, 55)	0.4917454284181643
  (0, 32)	0.5239840654919845
  (0, 18)	0.4917454284181643
  (0, 17)	0.4917454284181643",5311,3
1000.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",5550,1
2000.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",6059,3
2750.0,"binary search,dp","['binary search', 'dp']","  (0, 52)	0.5147820662068904
  (0, 21)	0.43479786904788514
  (0, 4)	0.5224702084249316
  (0, 3)	0.5224702084249316",5134,4
1000.0,implementation,['implementation'],"  (0, 35)	1.0",1329,1
1000.0,"constructive algorithms,dfs and similar,divide and conquer","['constructive algorithms', 'dfs and similar', 'divide and conquer']","  (0, 55)	0.2966421352732904
  (0, 20)	0.40151034658744833
  (0, 19)	0.40151034658744833
  (0, 18)	0.2966421352732904
  (0, 17)	0.2966421352732904
  (0, 14)	0.2900452007826768
  (0, 13)	0.2900452007826768
  (0, 12)	0.40151034658744833
  (0, 2)	0.2900452007826768",3998,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",3995,0
500.0,"greedy,strings","['greedy', 'strings']","  (0, 61)	0.795446608465514
  (0, 33)	0.6060236736965903",3480,0
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",1429,0
750.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",1014,1
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",4298,4
2000.0,"constructive algorithms,data structures,dp","['constructive algorithms', 'data structures', 'dp']","  (0, 62)	0.3609591420787049
  (0, 21)	0.3422180911069003
  (0, 16)	0.3685382173088445
  (0, 15)	0.3685382173088445
  (0, 14)	0.4003974861037435
  (0, 13)	0.4003974861037435
  (0, 2)	0.4003974861037435",3704,2
1500.0,"greedy,hashing,implementation,math,number theory","['greedy', 'hashing', 'implementation', 'math', 'number theory']","  (0, 68)	0.41417973698372107
  (0, 43)	0.41417973698372107
  (0, 42)	0.41417973698372107
  (0, 37)	0.30296217515044577
  (0, 35)	0.25609818567303144
  (0, 34)	0.4851376222453082
  (0, 33)	0.30435926734953844",2396,2
500.0,implementation,['implementation'],"  (0, 35)	1.0",235,0
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",3164,0
500.0,"implementation,number theory","['implementation', 'number theory']","  (0, 68)	0.5437411290419024
  (0, 43)	0.5437411290419024
  (0, 42)	0.5437411290419024
  (0, 35)	0.3362093897628555",2904,0
1500.0,"greedy,sortings","['greedy', 'sortings']","  (0, 56)	0.765815093250802
  (0, 33)	0.6430608392285022",2913,2
500.0,sortings,['sortings'],"  (0, 56)	1.0",5939,0
2000.0,"binary search,dp,probabilities","['binary search', 'dp', 'probabilities']","  (0, 52)	0.4219797291116501
  (0, 47)	0.5727573000186581
  (0, 21)	0.35641468311254365
  (0, 4)	0.42828189148969426
  (0, 3)	0.42828189148969426",419,3
2000.0,"brute force,dp,greedy","['brute force', 'dp', 'greedy']","  (0, 33)	0.434605795394828
  (0, 27)	0.45654023722501946
  (0, 21)	0.43108101093970486
  (0, 7)	0.45654023722501946
  (0, 6)	0.45654023722501946",5067,3
2000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",525,3
1000.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",6480,1
1000.0,"brute force,data structures,implementation","['brute force', 'data structures', 'implementation']","  (0, 62)	0.3847234171033617
  (0, 35)	0.30942124734094417
  (0, 27)	0.38629021534232355
  (0, 16)	0.3928014718777355
  (0, 15)	0.3928014718777355
  (0, 7)	0.38629021534232355
  (0, 6)	0.38629021534232355",4330,2
500.0,math,['math'],"  (0, 37)	1.0",6311,0
2000.0,number theory,['number theory'],"  (0, 68)	0.5773502691896257
  (0, 43)	0.5773502691896257
  (0, 42)	0.5773502691896257",1024,3
2500.0,"dp,greedy","['dp', 'greedy']","  (0, 33)	0.7099799961551347
  (0, 21)	0.7042218436398824",4585,4
1000.0,"geometry,math","['geometry', 'math']","  (0, 37)	0.5749071630765996
  (0, 29)	0.818218646721777",5367,1
1000.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",580,1
500.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",434,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",1991,0
2500.0,"dp,graphs,shortest paths","['dp', 'graphs', 'shortest paths']","  (0, 54)	0.49831103382738545
  (0, 53)	0.49831103382738545
  (0, 45)	0.49831103382738545
  (0, 32)	0.39739499829678016
  (0, 21)	0.31166577615508095",5125,4
1500.0,"data structures,dfs and similar,trees","['data structures', 'dfs and similar', 'trees']","  (0, 69)	0.42900090042824557
  (0, 62)	0.3427397111101813
  (0, 55)	0.38883457696857643
  (0, 18)	0.38883457696857643
  (0, 17)	0.38883457696857643
  (0, 16)	0.3499362321344195
  (0, 15)	0.3499362321344195",3440,2
3.0,"brute force,dfs and similar,dp,meet-in-the-middle","['brute force', 'dfs and similar', 'dp', 'meet-in-the-middle']","  (0, 55)	0.2562681458456452
  (0, 41)	0.4482517931100189
  (0, 40)	0.4482517931100189
  (0, 39)	0.4482517931100189
  (0, 27)	0.22680846626935067
  (0, 21)	0.21416036300188232
  (0, 18)	0.2562681458456452
  (0, 17)	0.2562681458456452
  (0, 7)	0.22680846626935067
  (0, 6)	0.22680846626935067",2066,14
2000.0,"graphs,shortest paths","['graphs', 'shortest paths']","  (0, 54)	0.5244320539952442
  (0, 53)	0.5244320539952442
  (0, 45)	0.5244320539952442
  (0, 32)	0.41822608984493986",2711,3
1000.0,"divide and conquer,hashing,sortings,strings","['divide and conquer', 'hashing', 'sortings', 'strings']","  (0, 61)	0.358240292395452
  (0, 56)	0.3250310452878208
  (0, 34)	0.43504222487630695
  (0, 20)	0.43846587669517323
  (0, 19)	0.43846587669517323
  (0, 12)	0.43846587669517323",2916,1
1500.0,"brute force,dfs and similar,dsu,hashing,trees","['brute force', 'dfs and similar', 'dsu', 'hashing', 'trees']","  (0, 69)	0.34954567141111376
  (0, 55)	0.31681855012113325
  (0, 34)	0.4254711485700104
  (0, 27)	0.2803982102478489
  (0, 22)	0.3997507664771991
  (0, 18)	0.31681855012113325
  (0, 17)	0.31681855012113325
  (0, 7)	0.2803982102478489
  (0, 6)	0.2803982102478489",4574,2
500.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",5327,0
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",3940,1
2500.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",3354,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",1090,0
3000.0,"combinatorics,number theory","['combinatorics', 'number theory']","  (0, 68)	0.4989805785806445
  (0, 43)	0.4989805785806445
  (0, 42)	0.4989805785806445
  (0, 11)	0.5030458692783151",2357,5
1500.0,"dfs and similar,math,trees","['dfs and similar', 'math', 'trees']","  (0, 69)	0.49737487439753286
  (0, 55)	0.45080686005112686
  (0, 37)	0.3780711032472193
  (0, 18)	0.45080686005112686
  (0, 17)	0.45080686005112686",5021,2
1250.0,"brute force,dp,implementation,sortings","['brute force', 'dp', 'implementation', 'sortings']","  (0, 56)	0.46998738391323946
  (0, 35)	0.33207357166763984
  (0, 27)	0.41457001615549005
  (0, 21)	0.3914512831461869
  (0, 7)	0.41457001615549005
  (0, 6)	0.41457001615549005",4133,2
1000.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",4494,1
2000.0,"dfs and similar,geometry,trees","['dfs and similar', 'geometry', 'trees']","  (0, 69)	0.4644936265541305
  (0, 55)	0.4210042044328626
  (0, 29)	0.5025057715490927
  (0, 18)	0.4210042044328626
  (0, 17)	0.4210042044328626",143,3
